': monkey-chatter
квинтильон: trillion
квинтэссенция: quintessence
квислинг: quisling
квитанция: quittance
кворум: quorum
квота: quotum
кебаб: kebab
кегельбан: skittle-alley
кегли: skittle
кегли: ninepins
кедр: cedar
кекс: cupcake
кекуок: cake-walk
келарь: cellarer
кельма: trowel
кельтский: Celtic
кембриджский: Cantabrigian
кемпинг: camping
кенгуру: wallaby
кенгуру: kangaroo
кенгуру: wallaroo
кенотафий: cenotaph
кентавр: centaur
кентский: Kentish
кепи: kepi
кепка: cap
кератин: keratin
кервель: chervil
керосин: kerosene
кессон: caisson
кетцаль: quetzal
кетчуп: ketchup
кефаль: mullet
кефир: kefir
кеч: ketch
кибернетизация: cybernation
кибернетизированный: cybernated
киборг: cyborg
кибуц: kibbutz
кивать: nid-nod
кивер: shako
киви: kiwi
кивок: nod
кивок: beck
килевать: keelhaul
килобайт: kilobyte
киловатт: kilowatt
килогерц: kilocycle
километр: kilometre
килька: sprat
кильсон: kelson
кимвал: cymbal
киммерийский: Cimmerian
кимограф: cymograph
кимоно: kimono
кингстон: sea-cock
кинематический: kinematic
кинематограф: cinematograph
кинематографический: filmic
кинематографический: cinematographic
кинематографический: on-screen
кинематография: cinematography
кинематография: cinema
кинескоп: kinescope
кинетический: kinetic
кинетоскоп: peep-show
кинжал: dirk
кинжал: dagger
кинжал: whinger
киноактер: cinemactor
киноактриса: cinemactress
киноаппарат: cine-camera
киноварь: vermilion
киноварь: cinnabar
кинозритель: moviegoer
кинозритель: cinema-goer
киномеханик: projectionist
кинопленка: cine-film
кинопромышленник: moviemaker
киносъемка: filming
киносъемка: camerawork
кинотеатр: picture-palace
кинотеатры: cinema-circuit
кинофильм: movie
киоск: kiosk
кипарис: cypress
кипение: ebullition
кипение: boiling
кипение: ebulliency
кипение: ebullience
кипение: boil
кипеть: seethe
кипрский: Cyprian
кипятильник: tea-urn
кипящий: ebullient
кираса: cuirass
кирасир: cuirassier
киргиз: Kirghiz
кирпич: brick
кисет: tobacco-pouch
кисловатый: acidulous
кисловатый: acidulated
кислород: oxygen
кислородный: oxygenous
кислота: acid
кислотность: acidity
кислотный: acidic
кислотоупорный: acid-proof
кислый: tart
кислый: persilicic
кислый: acerbic
кислый: sour
кисмет: kismet
кистевой: carpal
кистеобразный: racemose
кисточка: bobble
кисточка: tassel
кисть: raceme
кисть: cluster
кит: whale
кит-полосатик: fin-back
китаеведение: sinology
китаец: Chinee
китаист: sinologist
китайский: Chinese
китаянка: Chinawoman
китовый: cetacean
китолов: whaleman
китообразный: cetaceous
китч: kitsch
кишеть: teem
кишеть: infest
кишечный: intestinal
клавесин: harpsichord
клавесин: clavecin
клавиатура: keyboard
клавиатура: clavier
клавикорды: clavichord
кладбище: God's-acre
кладбище: graveyard
кладбище: cemetery
кладбище: churchyard
кладбище: burial-ground
кладовая: buttery
кладовая: larder
кладовая: store-room
кладовая: pantry
кладовая: still-room
клака: claque
клакер: claqueur
клакер: chirruper
клаксон: klaxon
клан: clan
клапан: valve
кларнет: clarinet
кларнетист: clarinettist
класс: schoolroom
класс: class-room
класс: class
классификация: classification
классицизм: classicism
классический: classical
классический: classic
класть: lay
клаустрофобия: claustrophobia
клаустрофобный: claustrophobic
клевер: clover
клевер: trefoil
клевета: slander
клевета: libel
клевета: calumny
клевета: aspersion
клевета: defamation
клевета: denigration
клеветать: calumniate
клеветник: mudslinger
клеветник: detractor
клеветник: calumniator
клеветнический: libellous
клеветнический: slanderous
клеветнический: calumniatory
клеенка: oilcloth
клеенка: buckram
клей: glue
клейкий: gummy
клейкий: gluey
клейкий: glutinous
клейкий: clammy
клейковина: gluten
клейкость: pastiness
клейкость: adhesiveness
клейкость: clamminess
клеймить: stigmatize
клемма: cleat
клен: maple
клепка: clapboard
клепсидра: clepsydra
клептоман: kleptomaniac
клептомания: kleptomania
клерикализм: clericalism
клерикальный: clerical
клерк: pen-driver
клерк: clerk
клест: crossbill
клетка: bird-cage
клетка: cage
клеточка: cellule
клеточный: cellular
клетчатый: chequered
клецка: dumpling
клецка: doughboy
клешня: chela
клещ: harvest-bug
клещи: bender
кливер: jib
клиент: client
клиенты: clientage
клизма: enema
клизма: clyster
клика: junto
климактерий: climacteric
климат: clime
климат: climate
климатический: climatic
климатология: climatology
клин: shim
клин: chock
клин: fid
клин: wedge
клиника: clinic
клинический: clinical
клинкер: clinker
клиновидный: sphenoid
клинометр: clinometer
клинообразный: cuneiform
клинтух: stockdove
клистрон: klystron
клитор: clitoris
клише: cliche
клоака: cloaca
клон: clone
клоп: bed-bug
клоп: bug
клопфер: sounder
клоун: clown
клоунада: clownery
клочок: scrap
клуазоне: cloisonne
клубенек: tubercle
клубень: tuber
клубневой: tuberous
клубок: clew
клумба: flowerbed
клупп: die-stock
клуша: brooby
клушица: chough
клык: tusk
клык: fang
клык: tush
клык: cuspid
клюв: neb
клюв: beak
клюв: bill
клюз: hawse-hole
клюз: hawse
клюква: moss-berry
клюква: bog-berry
клюква: cranberry
ключ: key
ключ: clue
ключ: fountain
ключ: fountain-head
ключ: clef
ключица: collar-bone
ключица: clavicle
ключичный: clavicular
клюшка: hockey-stick
клюшка: niblick
клятва: oath
клятва: swear
клятвенный: juratory
клятвопреступление: perjury
клятвопреступник: forsworn
клятвопреступник: perjurer
клятвопреступник: oath-breaker
кляча: jade
кнастер: canaster
кнель: quenelle
книга: thriller
книга: book
книголюб: bibliolater
книгопечатание: typography
книжный: bookish
кнопка: push-button
кнопка: popper
кнопка: push-pin
кнут: whip
кнут: knout
княжество: principality
князек: princeling
коагуляция: coagulation
коадъютор: coadjutor
коаксальный: coaxal
коала: koala
коалит: coalite
коалиция: coalition
кобальт: cobalt
кобра: cobra
кобура: holster
ковбой: cow-puncher
ковбой: cow-boy
ковер: rug
ковер: carpet
ковка: hammering
ковкий: malleable
ковкость: malleability
ковш: bailer
ковш: dipper
ковш: ladle
ковыль: feather-grass
когда-нибудь: sometime
когда?: when
когерер: coherer
когорта: cohort
коготь: pounce
коготь: claw
код: signal-book
кода: coda
кодеин: codeine
кодекс: law-book
кодекс: code
кодировать: encode
кодификация: codification
кожа: leather
кожа: skin
кожаный: leathern
кожистый: coriaceous
кожица: pellicle
кожный: dermal
кожный: cutaneous
коза: nanny-goat
козел: goat
козел: billy-goat
козел: willy-goat
козленок: kid
козленок: goatling
козленок: yeanling
козлиный: caprine
козлиный: goaty
козлиный: goatish
козлобородник: salsify
козлы: coachbox
козодой: fern-owl
козодой: nightjar
козодой: goatsucker
козырек: visor
козырь: trump
койка: berth
койот: prairie-wolf
кока: coca
кока-кола: coca-cola
кокаин: cocaine
кокарда: cockade
кокетка: flirt
кокетка: coquette
кокетливый: flirtatious
кокетливый: coquettish
кокетничать: coquet
кокетство: coquetry
коклюш: pertussis
коклюш: hooping-cough
коклюш: whooping-cough
кокни: cockney
кокон: follicle
кокон: cocoon
кокос: coconut
кокс: coke
коксование: coking
коктейль: cocktail
кол: picket
кол: pale
кол: stake
кола: cola
колбаса: sausage
колготки: pantyhose
колдовской: witching
колдовство: sortilege
колдовство: sorcery
колдовство: wizardry
колдовство: cantrip
колдовство: bewitchment
колдовство: witchcraft
колдовство: pishogue
колдун: witch-doctor
колдун: sorcerer
колдун: wizard
колдунья: witch
колдунья: sorceress
колебание: convulsion
колебание: hesitation
колебание: vacillation
колебание: fluctuation
колебание: hesitancy
колебание: demur
колебательный: oscillatory
колебаться: vacillate
колебаться: waver
колебаться: nutate
колебаться: fluctuate
колебаться: hesitate
колебаться: dilly-dally
колеблющийся: vacillating
колеблющийся: hesitant
коленный: genual
колено: knee
коленопреклонение: genuflexion
коленопреклонение: genuflection
коленчатый: cranked
колесико: trundle
колесница: chariot
колесный: wheeled
колесо: wheel
колечко: ringlet
колечко: annulet
колея: rut
колибри: humming-bird
колика: colic
колит: colitis
количественный: quantitative
количество: forkful
количество: amount
количество: quantum
колкий: tart-tongued
колкий: mordant
коллаборационист: collaborationist
коллаген: collagen
коллаж: collage
коллектив: collectivity
коллективизация: collectivization
коллективизировать: collectivize
коллективизм: colectivism
коллективный: collective
коллекционируемый: collectable
колли: collie
коллодий: collodion
коллоид: colloid
коллоидный: colloidal
коллоквиум: colloquium
коловорот: bitbrace
колода: wood-block
колода: chump
колодец: draw-well
колокол: bell
колокольня: campanile
колокольня: belfry
колокольчик: table-bell
колокольчик: handbell
колокольчик: harebell
колокольчик: bluebell
колокольчик: campanula
колокольчик: bell-flower
колониализм: colonialism
колониальный: colonial
колонизатор: colonizer
колонизатор: colonialist
колонизация: colonization
колонизировать: colonize
колонист: colonist
колония: colony
колонна: column
колоннада: colonnade
колоннообразный: columnar
колонок: kolinsky
колориметр: tintometer
колосник: furnace-bar
колосник: fire-bar
колоссальный: gargantuan
колоссальный: colossal
колпак: hubcap
колпица: spoon-bill
колумбарий: columbarium
колумбийский: Columbian
колумбийский: Colombian
колхоз: kolkhoz
колыбель: cradle
колыбельная: lullaby
колышек: peg
колышка: sheepshank
кольраби: kohlrabi
кольраби: cole-rape
кольцеобразный: annular
кольцо: cattle-leader
кольчатый: annulate
кольчуга: mail
кольчуга: ring-mail
кольчуга: hauberk
кольчуга: habergeon
колья: pegging
колючий: spiny
колючий: briery
колючий: thorny
колючка: sticker
колюшка: tittlebat
колюшка: stickleback
колюшка: tiddler
коляска: calash
ком: clod
кома: coma
команда: command
командир: sirdar
командир: commander
командирование: secondment
командующий: commanding
комар: gnat
коматозный: comatose
комбайн: combine
комбинаторный: combinatorial
комбинационный: combinative
комбинированный: combined
комедия: comedy
комета: comet
комиксы: comics
комингс: coaming
комиссар: commissar
комиссар: commissary
комиссариат: commissariat
комиссионер: middleman
комиссионер: commissionaire
комиссионные: rake-off
комиссия: commision
комитет: quango
комитет: committee
комический: comic
комичность: comicality
комковатый: lumpy
комковатый: cloggy
комментарий: commentary
комментатор: commentator
комментирование: commentation
комментировать: commentate
коммерция: commerce
коммодор: commodore
коммунар: communard
коммуникатор: communicator
коммунист: communist
коммунистический: communistic
коммутатор: switchboard
комната: room
комната: bedsit
комната: apartment
комната-сейф: strong-room
комод: commode
комок: clot
компактный: compacted
компания: steelmaker
компас: compass
компендиум: compendium
компенсация: reimbursement
компенсировать: recoup
компенсировать: countervail
компетентный: qualified
компетентный: competent
компилировать: compile
компиляция: compilation
комплекс: complex
комплексный: multipurpose
комплементация: complementation
комплимент: compliment
композитор: melodist
композитор: composer
композиционный: compositional
компонент: component
компост: compost
компостер: bell-punch
компостер: puncher
компот: compote
компрадор: comprador
компресс: pledget
компресс: compress
компрессор: compressor
компромисс: compromise
компьютер: computer
компьютеризировать: computerize
комсомол: Komsomol
конвейер: conveyer
конвекция: convection
конверт: envelope
конвертер: converter
конга: conga
конгениальность: congeniality
конгломерат: pudding-stone
конгломерат: conglomerate
конгломерация: conglomeration
конгресс: congress
конденсатор: condenser
конденсатор: capacitor
конденсатор: refrigeratory
конденсированный: condensed
кондитер: pastrycook
кондитер: confectioner
кондитерская: sweet-shop
кондитерская: tuck-shop
кондитерская: confectionary
кондитерская: confectionery
кондиционер: conditioner
кондиционировать: air-condition
кондоминиум: condominium
кондор: condor
кондуктор: conductor
кондукторша: conductress
коневодческий: horse-breeding
конек: ice-skate
конек: pipit
конек: titlark
конец: wind-up
конец: tail-end
конец: termination
конец: extremity
конец: quietus
конец: end
конечно: naturally
конечно: surely
конечно: assuredly
конечно: certainly
конечность: limb
конечный: final
конина: horseflesh
конина: cat's-meat
конический: conical
конкистадор: conquistador
конкордат: concordat
конкретизировать: concretize
конкреционный: concretionary
конкурент: contestant
конкурент: competitor
конный: mounted
коноид: conoid
конопатчик: caulker
конопля: hemp
коноплянка: linnet
конопляный: cannabic
консервативный: conservative
консерватизм: conservatism
консерватор: standpatter
консерватория: conservatoire
консервирование: canning
консервированный: canned
консервированный: potted
консилиум: concilium
консистенция: consistence
консистория: consistory
конский: horsy
конский: equine
консоли: consols
консолидация: consolidation
консолидированный: consolidated
консоль: cantilever
консоме: consomme
консорциум: consortium
конспект: work-book
конспект: synopsis
конспект: epitome
конспектировать: epitomize
конспирация: conspiracy
констебль: constable
конституционный: constitutional
конституция: constitution
констриктор: constrictor
конструктивизм: constructionism
конструктивный: constructive
конструктор: meccano
конструктор: constructor
конструктор: designer
конструктор: mechanician
конструкция: build
консул: consul
консульский: consular
консульство: consulate
консультант: consultant
консультация: consultation
консультирование: consultancy
консультирующий: consulting
консьерж: concierge
контактор: contactor
контекст: context
контекстуальный: contextual
континентальный: continental
континуум: continuum
контора: counting-house
конторка: writing-desk
конторский: white-collar
контр-адмирал: rear-admiral
контрабанда: contraband
контрабандист: smuggler
контрабандист: contrabandist
контрабас: contrabass
контрабас: double-bass
контракт: contract
контральто: contralto
контрамарка: pass-out
контрапункт: counterpoint
контрапунктист: contrapuntist
контрапунктический: contrapuntal
контратака: counter-attack
контргайка: safety-nut
контргайка: check-nut
контргайка: lock-nut
контрзаговор: counterplot
контрмарш: countermarch
контрмера: counter-measure
контрмина: countermine
контрнаступление: counter-offensive
контролер: controller
контроль: check-out
контрпривод: countershaft
контрприказ: countermand
контрразведка: counter-intelligence
контрразведка: counter-espionage
контрреволюционер: counter-revolutionary
контрреволюция: counter-revolution
контрфорс: counterfort
контрфорс: buttress
контрэскарп: counterscarp
контузить: contuse
контузия: shell-shock
контур: contour
конура: kennel
конус: cone
конфедерация: confederation
конфедерация: confederacy
конферансье: compere
конферансье: emcee
конферва: conferva
конференция: conference
конфета: sweetmeat
конфета: bon-bon
конфета: comfit
конфета: goody
конфетка: nicy
конфетка: sweety
конфетти: confetti
конфигурация: configuration
конфиденциальный: confidential
конфирмант: confirmee
конфискация: confiscation
конфисковать: impound
конфисковать: confiscate
конфитюр: confiture
конфликт: conflict
конформист: conformist
конфронтационный: confrontational
конфронтация: confrontation
конхоида: conchoid
концентрат: concentrate
концентратор: thickener
концентрация: concentration
концентрировать: concentre
концентрически: concentrically
концентрический: concentric
концентричность: concentricity
концептуализировать: conceptualize
концерт: concerto
концерт: concert
концертино: squiffer
концертино: concertina
концессионер: concessionaire
концовка: colophon
кончаться: eventuate
кончик: nib
конъюнктива: conjunctiva
конъюнктивит: conjunctivitis
коньяк: cognac
коньяк: brandy
коньяк: eau-de-vie
конюх: stable-man
конюх: hostler
конюх: ostler
конюший: equerry
конюшни: mews
конюшня: stabling
кооптация: co-optation
координация: co-ordination
копал: copal
копание: digging
копать: excavate
копейка: copeck
копейщик: lance-knight
копер: pile-driver
копер: drop-hammer
копилка: money-box
копир: cam
копить: stash
копия: counterpart
копия: carbon-copy
копия: transcript
копра: copra
копрологический: scatological
копт: Copt
коптильня: smoke-house
коптить: smoke-dry
коптский: Coptic
копуляция: copulation
копуша: slow-poke
копченый: smoke-dried
копчик: coccyx
копытный: ungulate
копье: spear
копьевидный: lanceolate
копьевидный: hastate
копьеносец: spearman
кора: rind
кора: cortex
кора: bark
кораблекрушение: shipwreck
кораблестроитель: shipbuilder
корабль: ship
корабль: coal-burner
коралл: coral
коран: Koran
коран: Alcoran
корвет: corvette
корги: corgi
корда: lunge
кордебалет: corps-de-ballet
кордельер: cordelier
кордит: cordite
кордон: cordon
коревой: measly
корейский: Korean
коренастый: stumpy
коренастый: well-set
коренной: autochthonal
корень: root
корень: radix
кореопсис: coreopsis
корешок: rootlet
корешок: radicle
корзина: pannier
корзина: basket
кориандр: coriander
коридор: hallway
коридор: corridor
коридор: passage-way
коридорный: boots
коридорный: bell-boy
коринка: currant
коринфский: Corinthian
корифей: coryphaeus
корифейка: coryphee
корифена: dorado
корица: cinnamon
коричневатый: brownish
коричневый: brown
корка: peeling
корка: peel
корка: crust
корковый: cortical
корм: provender
корма: feed-stuff
корма: fanny
кормилец: bread-winner
кормилица: wet-nurse
кормилица: foster-mother
кормушка: cratch
кормушка: rack
корневище: rhizome
корнет: cornet
корнистый: rooty
корнишон: gherkin
корноухий: crop-eared
корнуоллский: Cornish
корнфлекс: corn-flakes
коробейник: pedlar
коровка: ladybird
коровник: byre
коровяк: mullein
королева: queen
королевский: regal
королевский: kingly
королевство: realm
королевство: kingdom
король: king
коромысло: scale-beam
коромысло: balance-beam
корона: coronet
корона: coronal
коронарный: coronary
коронация: coronation
коронер: coroner
коронка: collet
коронованный: crowned
короновать: coronate
коростель: corn-crake
коростель: crake
короткая: jerkin
короткий: short
короткий: brief
коротковолновый: short-wave
коротконогий: duck-legged
коротышка: shorty
корпия: lint
корпоративный: corporate
корпоратизм: corporatism
корпорация: corporation
корпус: long-primer
корпускулярный: corpuscular
корректор: proof-reader
корректор: press-corrector
корректорская: proof-room
корректура: sheet-proofs
коррелят: correlate
корреспондент: news-man
корреспондент: correspondent
коррида: bullfighting
коррозия: corrosion
корсаж: corsage
корсаж: bodice
корсет: corset
кортеж: cortege
кортесы: Cortes
кортизон: cortisone
корчиться: writhe
корыстный: mercenary
корыто: trough
корь: measles
коряга: snag
коса: plait
коса: scythe
косвенно: marginally
косеканс: cosecant
косец: mower
косец: cropper
косилка: mowing-machine
косинус: cosine
косичка: queue
косичка: pigtail
косматый: shaggy
косметика: cosmetology
косметический: cosmetic
косметолог: cosmetologist
косметолог: beautician
космический: cosmic
космический: astro
космогония: cosmogony
космография: cosmography
космодром: spaceport
космодром: cosmodrome
космология: cosmology
космонавт: spaceman
космонавт: cosmonaut
космонавтика: cosmonautics
космополит: cosmopolitan
космополитизм: cosmopolitanism
космос: cosmos
косноязычный: tongue-tied
косо: athwart
косо: slantwise
косо: aslant
косо: aslope
косовище: snath
косоглазие: squint
косоглазый: skew-eyed
косоглазый: cock-eyed
косой: squint-eyed
косой: slanting
косой: slantingdicular
косой: leer
косой: oblique
косой: cross-eyed
косолапый: splay-foot
косолапый: splay-footed
косолапый: club-footed
костер: bonfire
костистый: osseous
костистый: bony
костлявый: scrawny
костномозговой: marrowy
костоправ: bone-setter
косточка: ossicle
косточковый: drupaceous
кость: bone
костюмер: costumier
костюмированный: fancy-dress
костянка: stone-fruit
косяк: jamb
косяк: cant
косящий: swivel-eyed
кот: tom-cat
кот: cat
котангенс: cotangent
котел: boiler
котел: cauldron
котелок: billycock
котелок: bowler
котельная: steamshop
котельная: boiler-house
котенок: kitten
котлета: rissole
который?: which
коттедж: cottage
котурн: cothurnus
котурн: buskin
кофе: coffee
кофеин: caffeine
кофейник: coffee-pot
кохинор: koh-i-noor
кохинхинка: cochin-china
кохинхинка: cochin
кочевать: nomadize
кочевой: nomadic
кочегар: stoker
кочегарка: stokehold
кочерга: poker
кочующий: migrant
кошачий: cattish
кошачий: cat-like
кошелек: purse
кошениль: cochineal
кошерный: kosher
кошечка: puss
кошка: pussy-cat
кошка: moggy
кошка: cat-o'-ninetails
кошмар: riding-hag
кошмар: nightmare
кошмарный: nightmarish
коэффициент: coefficient
крааль: kraal
краболов: crabber
кража: robbery
край: skirting
край: verge
край: edge
край: edging
край: brim
край: brink
крайне: utterly
крайний: ultra
крайность: extremeness
кран: bibcock
кран: bib-cock
кран: water-tap
кран-укосина: jib-crane
кранец: puddening
крапива: nettle
крапивница: nettle-rash
крапивница: hives
крапинка: mottle
крапчатый: marbled
крапчатый: speckled
крапчатый: mottled
красавец: good-looker
красавица: belle
красавка: belladonna
красиво: prettily
красивый: lovely
красивый: personable
красивый: goodly
красивый: well-favoured
красивый: bonny
красивый: handsome
красивый: chocolate-box
красивый: beautiful
красивый: good-looking
красивый: dishy
красивый: sightly
красильный: tinctorial
красильня: dye-house
красильщик: dyer
краситель: colourant
краска: mascara
краска: paint
краска: suffusion
краска: dye
краска: tint
краснеющий: erubescent
красновато: redly
красновато-желтый: fulvous
красновато-коричневый: rufous
красновато-синий: damson-coloured
красноватый: reddish
краснокожий: redskin
красноломкий: red-short
красноногий: red-legged
красноречивый: eloquent
красноречие: eloquence
красноречие: oratory
краснота: redness
краснота: ruddiness
краснуха: rubella
красный: red
красный: gules
красоднев: day-lily
красота: pulchritude
красота: loveliness
красота: beauty
красочный: colourful
красть: thieve
красться: slink
красться: prowl
красящий: colorific
кратер: crater
краткая: memoir
краткий: concise
краткий: compendious
краткий: curt
кратко: briefly
кратковременный: faddish
краткосрочный: short-dated
краткосрочный: short-term
краткость: briefness
краткость: brevity
краткость: conciseness
кратный: aliquot
крахмал: starch
крахмалистый: starchy
крахмалить: clear-starch
крачка: tern
крашение: dyeing
креветка: shrimp
кредитор: creditor
кредитоспособный: creditworthy
кредо: creed
крейсер: cruiser
крейсер-авианосец: cruiser-carrier
крейсерство: cruise
крекинг: cracking
крематорий: crematorium
кремация: incremation
кремация: cremation
кремень: flint
кремировать: incremate
кремировать: cremate
кремнезем: silica
кремниевый: silicic
кремний: silicon
кремнистый: siliceous
кремнистый: flinty
кремплен: crimplene
крен: lurch
крен: heeling
кренгование: careenage
кренговать: careen
креномер: inclinometer
креозот: creosote
креол: Creole
креп: crape
креп: crepe
крепильщик: timber-man
крепкий: well-built
крепкий: wakeless
крепкий: robust
крепкий: stout
крепкий: able-bodied
креповый: crapy
крепостной: serf
крепостной: bondman
крепость: fortress
крепость: citadel
крепость: stronghold
крепость: presidio
кресло: love-seat
кресло: arm-chair
кресло-качалка: rocking-chair
кресло-кровать: chair-bed
кресс-салат: cress
крест: rood
крест: cross
крестец: sacrum
крестец: rump
крестить: christen
крестить: baptize
крестная: godmother
крестник: godson
крестник: godchild
крестница: goddaughter
крестный: godparent
крестный: godfather
крестный: god-parent
крестовина: doubletree
крестоносец: crusader
крестообразно: crosswise
крестообразный: cruciform
крестообразный: cruciate
крестоцветный: cruciferous
крестьянин: peasant
крестьянство: peasantry
кретин: cretin
кретинизм: cretinism
кретон: cretonne
кречет: gerfalcon
кречет: merlin
крещендо: crescendo
крещение: Twelfth-day
крещение: baptism
крещение: christening
кривая: curve
кривизна: curvature
криво: askew
криво: askance
кривобокий: lop-sided
кривой: wry
кривой: awry
криволинейный: curvilinear
кривоногий: bandy-legged
кривоногий: baker-legged
кривоногий: bow-legged
кривошея: torticollis
крик: shout
крик: vociferation
крик: cry
крик: hullabaloo
крик: bawl
крики: hoot
крики: shouting
крикливый: blatant
крикливый: screamy
крикун: roarer
крикун: wrangler
крикун: crier
крикун: loudmouth
криминалист: criminalist
криминология: criminology
кринолин: hoop-skirt
криолит: cryolite
криология: cryology
крипта: crypt
криптограмма: cryptogram
криптон: krypton
кристалл: crystal
кристаллизация: crystallization
кристаллизовать: crystallize
кристаллит: crystallite
кристаллография: crystallography
кристаллоид: crystalloid
критерий: criterion
критик: critic
критика: critique
критика: criticism
критиковать: criticize
критиковать: animadvert
критический: critical
критский: Cretan
кричать: holler
кричать: waul
кричать: vociferate
кричащий: garish
кричащий: screaming
кричащий: crying
кровавый: sanguinary
кровать: doss
кровельщик: slater
кровельщик: roofer
кровожадность: bloodiness
кровожадный: blood-thirsty
кровоизлияние: haemorrhage
кровоизлияние: extravasation
кровообращение: bloodstream
кровоостанавливающий: styptic
кровоостанавливающий: haemostatic
кровопролитие: bloodshed
кровопролитный: slaughterous
кровопускание: phlebotomy
кровопускание: blood-letting
кровосмесительный: incestuous
кровосмешение: incest
кровососущий: sanguivorous
кровотечение: bleeding
кровь: life-blood
кровь: blood
кровяной: haematic
кровяной: haemal
крокет: croquet
крокеты: croquette
крокировка: roquet
крокодил: crocodile
крокодиловый: crocodilian
крокус: crocus
кролик: cony
кролик: bunny
кролик: rabbit
кроме: else
кромка: hemline
кромка: selvedge
кромка: selvage
крона: krone
кронглас: crown-glass
кронциркуль: bow-compasses
кронциркуль: bow-compass
кроншнеп: curlew
кропить: besprinkle
кропотливый: fiddly
кроссворд: cross-word
кроткий: lamblike
кроткий: placable
кроткий: meek
кротовина: molehill
кротость: placability
кротость: meekness
крохаль: merganser
крошащийся: crumbly
крошечный: wee
крошить: mince
крошиться: crumble
круг: ring
круг: circle
круг: rondure
кругло: roundly
кругловатый: roundish
круглогодичный: year-round
круглоголовый: croppy
круглоголовый: roundhead
круглое: bull's-eye
круглолицый: moonfaced
круглолицый: chubby
круглосуточный: round-the-clock
круглосуточный: day-and-night
круглый: round
круговорот: circulation
круговращение: gyre
кругозор: ken
кругом: about
кругооборот: circuit
кругообразность: circularity
кружевной: lacy
кружево: needle-lace
кружение: spin
кружение: whirl
кружка: mug
кружный: circuitous
кружок: coterie
кружок: circlet
крузейро: cruzeiro
круп: croup
крупа: groats
крупнозернистый: coarse-grained
крупнокристаллический: macrocrystalline
крупный: heavy-set
крупье: croupier
крутизна: abruptness
крутой: precipitous
крутой: steep
кручение: torsion
крученый: tortile
крушение: wreck
крушина: buckthorn
крыжовник: gooseberry
крылатка: ash-key
крылатка: samara
крылатый: winged
крылатый: pinioned
крыло: dash-board
крыло: splash-board
крыло: wing
крыло: mudguard
крыловидный: alar
крылоногий: aliped
крылообразный: aliform
крымский: Crimean
крысиный: ratty
крысолов: ratter
крысолов: rat-catcher
крысоловка: rat-trap
крытый: covered
крыша: roof
крыша: house-top
крышка: lid
крюк: grapnel
крюк: crook
крюк: hook
крючковатый: hooked
крючковатый: hamate
крючкотвор: pettifogger
крючок: crotchet
кря-кря: quack-quack
кряканье: quack
крякать: quackle
ксеногамия: xenogamy
ксенон: xenon
ксерокс: Xerox
ксилография: xylography
ксилография: wood-cutting
ксилоза: xylose
ксилофон: xylophone
кстати: appositely
кто-нибудь: anyone
кто-нибудь: anybody
кто-то: somebody
ку-клукс-клан: Ku-Klux-Klan
куб: cube
кубатура: cubage
кубизм: cubism
кубик: tessera
кубинский: Cuban
кубовидный: cubiform
кубоид: cuboid
кубок: bowl
кубок: rummer
кубышка: spatter-dock
кувалда: about-sledge
кувалда: maul
кувалда: sledge-hammer
кувейтский: Kuwaiti
кувшин: pitcher
кувшин: jugful
кувшин: jug
кувшин: ewer
кувшинка: nenuphar
куда?: whither
кудахтанье: cluck
кудахтанье: cackle
кудри: frizz
кудрявый: curly
кузнец: hammersmith
кузнец: farrier
кузнец: smith
кузнец: blacksmith
кузнечик: grasshopper
кузница: stithy
кузница: forge
кузница: smithy
кузовостроение: bodywork
кукареку: cock-a-doodle-doo
кукла: dummy
кукла: doll
куколка: chrysalis
куколка: pupa
куколка: dolly
куколка: case-worm
кукольник: puppeteer
кукольный: dollish
кукольный: doll-like
кукуруза: maize
кукурузная: corn-flour
кукушка: cuckoo
кукушка: gowk
кулак: kulak
кулак: fist
кулачный: fistic
кулачный: pugilistic
кули: coolie
кулинария: gastronomy
кулинария: cookery
кулинарный: culinary
кулиса: coulisse
кулон: coulomb
кульверт: culvert
культ: worship
культиватор: rearer
культура: culture
культурный: cultural
культурный: cultured
кумжа: bulltrout
кумовство: nepotism
кумыс: kumiss
кунжут: sesame
куница: marten
купальница: globe-flower
купальщик: bather
купание: bathing
купание: bathe
купец: marketeer
куплеты: troll
купол: dome
купол: cupola
куполообразный: domed
купон: coupon
купорос: vitriol
купорос: copperas
купоросный: vitriolic
куприт: cuprite
купцы: tradespeople
купюра: out-take
кураре: curare
кураторский: curatorial
курбет: curvet
курган: barrow
курд: Kurd
куриный: gallinaceous
курительная: smoking-room
курица: hen
куркума: turmeric
курносый: snub-nosed
курносый: pug-nosed
курносый: end-up
куропатка: partridge
курорт: health-resort
курс: course
куртизанка: courtesan
куртка: jacket
курчавый: kinky
курчавый: crimpy
курьер: courier
курятник: hen-house
курятник: coop
кусачки: wire-cutter
куски: flinders
кускус: couscous
кусок: wad
кусок: dollop
кусок: piece
кусок: sop
кусочек: bit
кусочек: nubbin
кусочек: morsel
куст: bush
куст: shrub
кустарник: shrubbery
кутеж: binge
кутикула: cuticle
кухарка: cook
кухня: cuisine
кухня: cook-room
кухня: kitchen
кухонька: kitchenette
куча: pile
куча: heap
кучер: coachman
кушак: sash
кушетка: divan-bed
кушетка: day-bed
кшш!: shoo
кэрри: curry
кюветка: cuvette
